datum,pflicht,marker,reader_activity,routing,overnight,layover,old_klass,old_eur,new_role,new_location,new_in_tour,new_tour_dest,new_is_standby_hotel,new_is_layover_free,golden_klass,golden_land,golden_eur,shadow_recommendation,risk
2025-08-29,✓,232 PU,same_day,FRA→CAI,False,,Z76,33.0,same_day,in_flight,True,DUB,False,False,Z76,Ägypten,33,keep (correct),none
2025-08-30,✓,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-08-31,✓,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-01,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-02,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-03,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-04,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-05,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-06,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-07,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-08,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-09,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-10,,U,urlaub,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-11,,14542 PU,tour,FRA→SKP→BER,True,BER,Z73,14.0,tour_start,inland_layover,True,SKP,False,False,Z76,Nordmazedonien,18,Phase 3 classify (alt=Z73 → golden=Z76),med
2025-09-12,,14542 PU (Day 2),tour,BER→FRA→MAD,True,MAD,Z76,42.0,tour_mid,foreign_layover,True,SKP,False,False,Z76,Spanien - Madrid,42,keep (correct),none
2025-09-13,,14542 PU (Day 3),tour,MAD→FRA→LIS,True,LIS,Z76,28.0,tour_mid,foreign_layover,True,SKP,False,False,Z76,Portugal,32,keep (correct),none
2025-09-14,,14542 PU (Day 4),same_day,LIS→FRA→LHR,False,,Z76,44.0,tour_mid,foreign_layover,True,SKP,False,False,Z76,Vereinigtes Königreich - London,44,keep (correct),none
2025-09-15,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-16,,OFF ==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-17,,OFF ==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-18,,OFF ==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-19,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-20,✓,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,Z72,Deutschland,14,Phase 3 classify (alt=Frei → golden=Z72),med
2025-09-21,,15370 PU,same_day,FRA→DUS,False,,ZeroDay,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-22,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-23,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-24,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-25,,15688 PU,tour,FRA→BER→KRK,True,KRK,Z76,23.0,tour_start,foreign_layover,True,KRK,False,False,NOT_IN_GOLDEN,,0,Tour-First should NOT count (Golden=Frei),low (AeroTAX overcount)
2025-09-26,✓,15688 PU (Day 2),tour,KRK→FRA→IST,True,IST,Z74,28.0,tour_mid,foreign_layover,True,KRK,False,False,Z76,Bulgarien,15,Phase 3 classify (alt=Z74 → golden=Z76),med
2025-09-27,✓,15688 PU (Day 3),tour,IST→FRA→AGP,True,AGP,Z73,14.0,tour_mid,foreign_layover,True,KRK,False,False,Z74,Deutschland,28,Phase 3 classify (alt=Z73 → golden=Z74),med
2025-09-28,,15688 PU (Day 4),same_day,AGP→FRA→CPH,False,,Z76,44.0,tour_mid,foreign_layover,True,KRK,False,False,Z76,Schweden,44,keep (correct),none
2025-09-29,,ORTSTAG OF,office,FRA,False,,Office,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-09-30,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-01,,ORTSTAG OF,office,FRA,False,,Office,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-02,,29348 PU,tour,FRA→SOF→TLL,True,TLL,Z76,15.0,tour_start,foreign_layover,True,SOF,False,False,Z76,Bulgarien,15,keep (correct),none
2025-10-03,,29348 PU,same_day,TLL→FRA→VCE,False,,Z76,28.0,tour_mid,foreign_layover,True,SOF,False,False,Z76,Italien,28,keep (correct),none
2025-10-04,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-05,,18776 P1/KO,tour,FRA→ICN,True,ICN,Z76,28.0,tour_start,foreign_layover,True,ICN,False,False,Z73,Deutschland,14,Phase 3 classify (alt=Z76 → golden=Z73),med
2025-10-06,,X,frei,ICN,True,ICN,Frei,0,tour_mid,foreign_layover,True,ICN,False,True,Z76,Republik Korea,48,Tour-First fix → Z76,low (Sandwich + Golden agreement)
2025-10-07,,X,frei,ICN,True,ICN,Frei,0,tour_mid,foreign_layover,True,ICN,False,True,Z76,Republik Korea,48,Tour-First fix → Z76,low (Sandwich + Golden agreement)
2025-10-08,,18776 P1/KO,same_day,ICN→FRA,False,,Z76,32.0,tour_end,in_flight,True,ICN,False,False,Z76,Republik Korea,32,keep (correct),none
2025-10-09,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-10,,== -_A,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-11,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-12,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-13,,FRS,office,FRA,False,,Office,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-14,,,unknown,FRA,False,,ZeroDay,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-15,,,unknown,FRA,False,,Z76,36.0,non_tour,unknown,False,,False,False,Z76,Frankreich,36,keep (correct),none
2025-10-16,,,unknown,FRA,False,,Z76,23.0,non_tour,unknown,False,,False,False,Z76,Spanien,23,keep (correct),none
2025-10-17,,,unknown,FRA,False,,ZeroDay,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-18,,,unknown,FRA,False,,ZeroDay,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-19,,RB,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-20,,RES_SB,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,Z73,Deutschland,14,KI-Resolver Phase 5 nötig (RES → Z73),med (KI required)
2025-10-21,,RES,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,Z76,Spanien,23,KI-Resolver Phase 5 nötig (RES → Z76),med (KI required)
2025-10-22,,RES,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-23,,RES,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,Z73,Deutschland,14,KI-Resolver Phase 5 nötig (RES → Z73),med (KI required)
2025-10-24,,RES,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,Z76,Vereinigtes Königreich - London,66,KI-Resolver Phase 5 nötig (RES → Z76),med (KI required)
2025-10-25,,,unknown,FRA,False,,Z76,44.0,non_tour,unknown,False,,False,False,Z76,Vereinigtes Königreich - London,44,keep (correct),none
2025-10-26,,32935 PU,tour,FRA→TLV,True,TLV,Z76,44.0,tour_start,foreign_layover,True,TLV,False,False,NOT_IN_GOLDEN,,0,Tour-First should NOT count (Golden=Frei),low (AeroTAX overcount)
2025-10-27,,X,frei,TLV,True,TLV,Frei,0,tour_mid,foreign_layover,True,TLV,False,True,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-28,,32935 PU,same_day,TLV→FRA,False,,Issue,0,tour_end,in_flight,True,TLV,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-29,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-30,,==,frei,FRA,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-10-31,,33491 PU,same_day,FRA→ATH,False,,Z76,44.0,non_tour,unknown,False,,False,False,Z76,Vereinigtes Königreich - London,44,keep (correct),none
2025-11-01,✓,49928 PU,tour,FRA→ARN→LEJ,True,LEJ,Z76,28.0,tour_start,inland_layover,True,ARN,False,False,Z76,Schweden,44,keep (correct),none
2025-11-02,,49928 PU,tour,LEJ→FRA→FCO→GOT,True,GOT,Z76,44.0,tour_mid,foreign_layover,True,ARN,False,False,Z76,Schweden,66,keep (correct),none
2025-11-03,,49928 PU,same_day,GOT→FRA,False,,Z76,44.0,tour_end,in_flight,True,ARN,False,False,Z76,Schweden,44,keep (correct),none
2025-11-04,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-05,,ORTSTAG OF-_A,office,FRA,False,,Office,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-06,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-07,,50632 PU,tour,FRA→CPH→ATH,True,ATH,Z76,27.0,tour_start,foreign_layover,True,CPH,False,False,Z76,Griechenland - Athen,27,keep (correct),none
2025-11-08,,50632 PU,tour,ATH→FRA→VNO,True,VNO,Z76,27.0,tour_mid,foreign_layover,True,CPH,False,False,Z76,Litauen,26,keep (correct),none
2025-11-09,,50632 PU,same_day,VNO→FRA→VCE,False,,Z76,17.0,tour_mid,foreign_layover,True,CPH,False,False,Z76,Litauen,17,keep (correct),none
2025-11-10,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-11,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-12,,SB_F,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-13,,SB_F,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-14,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-15,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-16,,SB_M,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-17,,SB_M,standby,FRA,False,,Standby,0,non_tour,unknown,False,,False,False,Z76,Norwegen,50,KI-Resolver Phase 5 nötig (RES → Z76),med (KI required)
2025-11-18,✓,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,Z76,Norwegen,50,Phase 3 classify (alt=Frei → golden=Z76),med
2025-11-19,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-20,,38652 P1,tour,FRA→MIA,True,MIA,Z76,44.0,tour_start,foreign_layover,True,MIA,False,False,Z76,Vereinigte Staaten von Amerika (USA) - Miami,44,keep (correct),none
2025-11-21,,38652 P1,tour,MIA→FRA,True,MIA,Z76,44.0,tour_mid,foreign_layover,True,MIA,False,False,Z76,Vereinigte Staaten von Amerika (USA) - Miami,65,keep (correct),none
2025-11-22,,38652 P1,same_day,MIA→FRA,False,,Z76,44.0,tour_end,in_flight,True,MIA,False,False,Z76,Vereinigte Staaten von Amerika (USA) - Miami,44,keep (correct),none
2025-11-23,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-24,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-25,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-26,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-27,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-28,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-29,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-11-30,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-01,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-02,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-03,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-04,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-05,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-06,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-07,,U,urlaub,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-08,,EM,training,FRA,False,,Office,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-09,,68354 PU,tour,FRA→BUD→LIN,True,LIN,Z76,28.0,tour_start,foreign_layover,True,BUD,False,False,Z76,Italien - Mailand,28,keep (correct),none
2025-12-10,,68354 PU Tag 2,tour,LIN→FRA→BER→PRG,True,PRG,Z76,21.0,tour_mid,foreign_layover,True,BUD,False,False,Z76,Tschechische Republik,32,keep (correct),none
2025-12-11,,68354 PU Tag 3,same_day,PRG→FRA→MLA,False,,Z76,31.0,tour_mid,foreign_layover,True,BUD,False,False,Z76,Malta,31,keep (correct),none
2025-12-12,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-13,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-14,,57783 P1,tour,FRA→JFK,True,JFK,Z76,39.0,tour_start,foreign_layover,True,JFK,False,False,Z76,Irland,39,keep (correct),none
2025-12-15,,57783 P1 Tag 2,tour,JFK→FRA,True,JFK,Z76,44.0,tour_mid,foreign_layover,True,JFK,False,False,NOT_IN_GOLDEN,,0,Tour-First should NOT count (Golden=Frei),low (AeroTAX overcount)
2025-12-16,✓,X,frei,FRA,False,,Frei,0,tour_mid,foreign_layover,True,JFK,False,True,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-17,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-18,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-19,,OF ORTSTAG,office,FRA,False,,Office,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-20,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-21,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-22,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-23,,== OFF,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-24,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-25,,70183 PU,tour,FRA→BRE→MUC→BIO,True,BIO,Z76,28.0,tour_start,foreign_layover,True,BIO,False,False,Z76,Italien - Rom,32,keep (correct),none
2025-12-26,,70183 PU Tag 2,same_day,BIO→FRA→EDI,False,,Z76,28.0,tour_mid,foreign_layover,True,BIO,False,False,Z76,Norwegen,50,keep (correct),none
2025-12-27,,70531 PU,tour,FRA→TLV,True,TLV,Z76,44.0,tour_start,foreign_layover,True,BIO,False,False,Z76,Israel,44,keep (correct),none
2025-12-28,,X TLV,frei,,False,,Frei,0,tour_mid,foreign_layover,True,BIO,False,True,Z76,Israel,66,Tour-First fix → Z76,low (Sandwich + Golden agreement)
2025-12-29,,70531 PU Tag 3,same_day,TLV→FRA,False,,Z76,44.0,non_tour,unknown,False,,False,False,Z76,Israel,44,keep (correct),none
2025-12-30,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
2025-12-31,,==,frei,,False,,Frei,0,non_tour,unknown,False,,False,False,NOT_IN_GOLDEN,,0,keep non_tour,none
