datum,cas_marker,activity_type,routing,layover_ort,overnight,starts_at_homebase,ends_at_homebase,duty_min,has_fl,aerotax_klass,aerotax_eur,aerotax_reason,aerotax_bmf_land,aerotax_counted_as_workday,golden_klass,golden_land,golden_eur,golden_dauer_h,golden_pos_in_tour,golden_is_anreise,golden_is_abreise,klass_match,eur_diff
2025-05-02,111174 PU,tour,KRK→FRA→PRG→HAM,HAM,True,False,False,475,False,Z76,21.0,Auslands-Layover PRG (Z76 An/Ab),Tschechische Republik,True,Z76,Tschechische Republik,32,24.0,2/3,False,False,True,-11.0
2025-05-03,111174 PU,same_day,HAM→FRA→TUN,,False,True,True,495,False,Z76,27.0,"Same-Day Auslandstrip TUN (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Tunesien,True,Z76,Tunesien,27,16.416666666666668,3/3,False,True,True,0.0
2025-05-04,OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-05,OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-06,102896 P1,tour,FRA→ORD,ORD,True,True,False,899,False,Z76,28.0,Auslands-Layover CHI (Z76 An/Ab),,True,Z76,Vereinigte Staaten von Amerika (USA) - Chicago,44,15.666666666666666,1/3,True,False,True,-16.0
2025-05-07,102896 P1,tour,ORD,ORD,True,False,False,179,False,Z76,28.0,Auslands-Layover CHI (Z76 An/Ab),,True,Z76,Vereinigte Staaten von Amerika (USA) - Chicago,65,24.0,2/3,False,False,True,-37.0
2025-05-08,102896 P1,same_day,ORD→FRA,,False,True,True,320,False,Z76,28.0,"Same-Day Auslandstrip CHI (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",,True,Z76,Vereinigte Staaten von Amerika (USA) - Chicago,44,9.05,3/3,False,True,True,-16.0
2025-05-09,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-10,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-11,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-12,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-13,112232 PU,same_day,FRA→KEF,,False,True,True,475,False,Z76,41.0,Same-Day Auslandstrip REK (Z76 >8h),Island,True,Z76,Island,41,11.516666666666667,1/1,True,True,True,0.0
2025-05-14,112337 PU,tour,FRA→TLV,TLV,True,True,False,444,False,Z76,40.0,Auslands-Layover SEA (Z76 An/Ab),Vereinigte Staaten von Amerika (USA) – im Übrigen,True,Z76,Vereinigte Staaten von Amerika (USA),40,15.75,1/4,True,False,True,0.0
2025-05-15,X TLV,frei,,TLV,True,False,False,0,False,Frei,0,frei,,False,Z76,Vereinigte Staaten von Amerika (USA),59,24.0,2/4,False,False,False,-59
2025-05-16,112337 PU,same_day,TLV→FRA,,False,True,True,275,False,Z76,40.0,"Same-Day Auslandstrip SEA (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Vereinigte Staaten von Amerika (USA) – im Übrigen,True,Z76,Vereinigte Staaten von Amerika (USA),59,24.0,3/4,False,False,True,-19.0
2025-05-17,OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,Z76,Vereinigte Staaten von Amerika (USA),40,10.483333333333333,4/4,False,True,False,-40
2025-05-18,OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-19,LMN_AS / LMN_CR1,office,FRA,,False,True,True,600,False,Z72,14.0,"Office Inland >8h (total 660min, duty_plus_commute) → Z72 14€",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-14.0
2025-05-20,103703 P1,tour,FRA→LAD,LAD,True,True,False,234,False,Z73,14.0,Auslandstour-Anreise mit Abend-Briefing 20:05 (>= 18:00) → Inland-Anreise 14€,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-14.0
2025-05-21,103703 P1,tour,LAD,LAD,True,False,False,270,False,Z76,40.0,Auslands-Layover LAD (Z76 Volltag),Angola,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-40.0
2025-05-22,103703 P1,tour,LAD→FRA,LAD,True,False,False,179,False,Z76,27.0,Auslands-Layover LAD (Z76 An/Ab),Angola,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-27.0
2025-05-23,103703 P1,same_day,LAD,,False,True,True,330,False,Issue,0,Heimkehr aus Vortag-Tour — separater Tour-Abschluss,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-24,ORTSTAG OF,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-25,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-26,113301 PU,tour,FRA→TLV,TLV,True,True,False,444,False,Z76,28.0,Auslands-Layover CHI (Z76 An/Ab),,True,Z76,Vereinigte Staaten von Amerika (USA) - Chicago,44,9.166666666666666,1/3,True,False,True,-16.0
2025-05-27,X TLV,frei,,TLV,True,False,False,0,False,Frei,0,frei,,False,Z76,Vereinigte Staaten von Amerika (USA) - Chicago,65,24.0,2/3,False,False,False,-65
2025-05-28,113301 PU,same_day,TLV→FRA,,False,True,True,275,False,Z76,28.0,"Same-Day Auslandstrip CHI (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",,True,Z76,Vereinigte Staaten von Amerika (USA) - Chicago,44,15.433333333333334,3/3,False,True,True,-16.0
2025-05-29,OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-30,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-05-31,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-01,126533 PU,tour,FRA→CPH→GOT,GOT,True,True,False,1084,False,Z76,44.0,Auslands-Layover GOT (Z76 An/Ab),Schweden,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-44.0
2025-06-02,126533 PU,tour,GOT→FRA→SOF,SOF,True,False,False,1189,False,Z76,15.0,Auslands-Layover SOF (Z76 An/Ab),Bulgarien,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-15.0
2025-06-03,126533 PU,same_day,SOF→FRA→LHR,,False,True,True,465,False,Issue,0,Heimkehr aus Vortag-Tour — separater Tour-Abschluss,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-04,EM,training,FRA,,False,True,True,240,False,Office,0,Schulung am Homebase,,True,NO_VMA,-,0,5.833333333333333,1/1,True,True,False,0
2025-06-05,OFF,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-06,FRS,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-07,120237 P1/ZH,tour,FRA→SIN,SIN,True,True,False,234,False,Z73,14.0,Auslandstour-Anreise mit FRA-Stempel + Abend-Briefing 20:05 → Inland 14€,,True,Z73,Deutschland,14,4.583333333333333,1/5,True,False,True,0.0
2025-06-08,X,tour,FRA→SIN,SIN,True,False,False,505,False,Z76,48.0,Auslands-Layover SIN (Z76 An/Ab),Singapur,True,Z76,Singapur,71,24.0,2/5,False,False,True,-23.0
2025-06-09,X,frei,SIN,SIN,True,False,False,0,False,Frei,0,frei,,False,Z76,Singapur,71,24.0,3/5,False,False,False,-71
2025-06-10,781,tour,SIN→FRA,FRA,True,False,False,499,False,Z76,48.0,Auslands-Layover SIN (Z76 An/Ab),Singapur,True,Z76,Singapur,71,24.0,4/5,False,False,True,-23.0
2025-06-11,X,same_day,SIN→FRA,,False,True,True,275,False,Z76,48.0,"Same-Day Auslandstrip SIN (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Singapur,True,Z76,Singapur,48,7.666666666666667,5/5,False,True,True,0.0
2025-06-12,X,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-13,ORTSTAG OF,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-14,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-15,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-16,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-17,OFF,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,Z76,Kroatien,31,8.333333333333334,1/2,True,False,False,-31
2025-06-18,OFF,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,Z76,Kroatien,31,18.2,2/2,False,True,False,-31
2025-06-19,OFF,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-20,OFF,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-21,128322 PU,tour,FRA→CPH→ATH,ATH,True,True,False,759,False,Z76,28.0,Auslands-Layover STO (Z76 An/Ab),,True,Z76,Schweden,44,9.833333333333334,1/5,True,False,True,-16.0
2025-06-22,128322 PU,tour,ATH→FRA→HAJ→WAW,WAW,True,False,False,774,False,Z76,28.0,Auslands-Layover STO (Z76 Volltag),,True,Z76,Schweden,66,24.0,2/5,False,False,True,-38.0
2025-06-23,128322 PU,tour,WAW→FRA→SZG→LIN,LIN,True,False,False,699,False,Z76,42.0,Auslands-Layover MAD (Z76 Volltag),Spanien – Madrid,True,Z76,Spanien - Madrid,42,24.0,3/5,False,False,True,0.0
2025-06-24,128322 PU,tour,LIN→FRA→HAM→BER,BER,True,False,False,794,False,Z76,28.0,Auslands-Layover MAD (Z76 An/Ab),Spanien – Madrid,True,Z76,Spanien - Madrid,42,24.0,4/5,False,False,True,-14.0
2025-06-25,128322 PU,same_day,BER→FRA→MUC,,False,True,True,345,False,Z76,35.0,"Same-Day Auslandstrip EDI (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Großbritannien und Nordirland – im Übrigen,True,Z76,Vereinigtes Königreich,35,22.283333333333335,5/5,False,True,True,0.0
2025-06-26,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-27,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-28,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-29,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-06-30,129023 PU,same_day,FRA→BER→NAP,,False,True,True,325,False,Z76,28.0,Same-Day Auslandstrip NAP (Z76 >8h),Italien – im Übrigen,True,Z76,Italien,28,19.0,1/3,True,False,True,0.0
2025-07-01,129023 PU / Tag 1,tour,FRA→STR→NAP→OTP,OTP,True,True,False,1099,False,Z76,21.0,Auslands-Layover BUH (Z76 An/Ab),Rumänien – Bukarest,True,Z76,Rumänien - Bukarest,32,24.0,2/3,False,False,True,-11.0
2025-07-02,129023 PU / Tag 2+3,same_day,OTP→FRA→LHR,,False,True,True,1159,False,Z76,44.0,"Same-Day Auslandstrip LON (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Großbritannien und Nordirland – London,True,Z76,Vereinigtes Königreich - London,44,14.15,3/3,False,True,True,0.0
2025-07-03,129023 PU / Tag 3,same_day,OTP→FRA→LHR,,False,True,True,485,False,Z72,14.0,Same-Day Z72 — total=545min (duty_plus_commute) ≥ 480min,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,-14.0
2025-07-04,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-05,FRS,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-06,131859 P1 / Tag 490,tour,FRA→SEA,SEA,True,True,False,904,False,Z76,40.0,Auslands-Layover SEA (Z76 An/Ab),Vereinigte Staaten von Amerika (USA) – im Übrigen,True,Z76,Vereinigte Staaten von Amerika (USA),40,15.75,1/4,True,False,True,0.0
2025-07-07,X SEA,frei,SEA,SEA,True,False,False,0,False,Frei,0,frei,,False,Z76,Vereinigte Staaten von Amerika (USA),59,24.0,2/4,False,False,False,-59
2025-07-08,491 LH491-1,tour,SEA→FRA,SEA,True,False,False,159,False,Z73,14.0,Auslandstour-Anreise mit Abend-Briefing 21:20 (>= 18:00) → Inland-Anreise 14€,,True,Z76,Vereinigte Staaten von Amerika (USA),59,24.0,3/4,False,False,False,-45.0
2025-07-09,491 LH491-1 (Fortsetzung),same_day,SEA→FRA,,False,True,True,415,False,Z76,40.0,"Same-Day Auslandstrip SEA (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Vereinigte Staaten von Amerika (USA) – im Übrigen,True,Z76,Vereinigte Staaten von Amerika (USA),40,10.116666666666667,4/4,False,True,True,0.0
2025-07-10,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-11,ORTSTAG OF,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-12,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-13,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-14,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-15,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-16,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-17,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-18,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-19,frei,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-20,143620 PU / Tag 1,tour,FRA→MAN→MAD,MAD,True,True,False,1064,False,Z76,50.0,Auslands-Layover CPH (Z76 An/Ab),Dänemark,True,Z76,Dänemark,50,13.666666666666666,1/3,True,False,True,0.0
2025-07-21,143620 PU / Tag 2,tour,MAD→FRA,MAD,True,False,False,1044,False,Z76,23.0,Auslands-Layover BCN (Z76 An/Ab),Spanien – Barcelona,True,Z76,Spanien - Barcelona,34,24.0,2/3,False,False,True,-11.0
2025-07-22,143620 PU / Tag 3,same_day,MAD→FRA→BCN,,False,True,True,600,False,Z76,23.0,"Same-Day Auslandstrip BCN (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Spanien – Barcelona,True,Z76,Spanien - Barcelona,23,21.3,3/3,False,True,True,0.0
2025-07-23,==,frei,,,False,False,False,0,False,Frei,0,frei,,False,Z76,Schweden,44,8.1,1/1,True,True,False,-44
2025-07-24,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-25,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-26,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-27,== OFF,frei,,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-07-28,144349 PU / Tag 1,tour,FRA→LHR→RIX,RIX,True,True,False,684,False,Z76,28.0,"Auslandstour-An/Ab (Homebase-Stempel FRA, Ziel ?) Z76",Lettland,True,Z76,Vereinigtes Königreich - London,44,12.083333333333334,1/5,True,False,True,-16.0
2025-07-29,X RIX,frei,RIX,RIX,True,False,False,0,False,Frei,0,frei,,False,Z76,Lettland,35,24.0,2/5,False,False,False,-35
2025-07-30,144349 PU / Tag 3,tour,RIX→FRA→MUC→KRK,KRK,True,False,False,1254,False,Z76,23.0,Auslands-Layover KRK (Z76 An/Ab),Polen – im Übrigen,True,Z76,Polen - Krakau,34,24.0,3/5,False,False,True,-11.0
2025-07-31,144349 PU / Tag 4,same_day,KRK→FRA→HAM,,False,True,True,475,False,Z76,23.0,"Same-Day Auslandstrip KRK (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Polen – im Übrigen,True,Z76,Polen - Krakau,34,24.0,4/5,False,False,True,-11.0
2025-08-01,X,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,Z73,Deutschland,14,14.1,5/5,False,True,False,-14
2025-08-02,ORTSTAG OF,office,FRA,,False,True,True,0,False,Office,0,Office am Homebase — AT + FT,,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-03,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-04,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-05,158212 PU,same_day,FRA→KEF,,False,True,True,457,False,Z76,41.0,Same-Day Auslandstrip REK (Z76 >8h),Island,True,Z76,Island,41,11.45,1/1,True,True,True,0.0
2025-08-06,TK,training,FRA,,False,True,True,510,False,Z72,14.0,"Schulung Inland >8h (total 570min, duty_plus_commute) → Z72 14€",,True,Z72,Deutschland,14,10.333333333333334,1/1,True,True,True,0.0
2025-08-07,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-08,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-09,SB_F,standby,FRA,,False,False,False,570,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-10,SB_M,standby,FRA,,False,False,False,450,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-11,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-12,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-13,SB_S,standby,FRA,,False,False,False,480,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-14,SB_S,standby,FRA,,False,False,False,480,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-15,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-16,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-17,SB_F,standby,FRA,,False,False,False,570,False,Standby,0,"Standby zuhause — AT, kein FT, kein VMA",,True,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-18,159313 PU,same_day,FRA→CAI,,False,True,True,540,False,Z76,33.0,Same-Day Auslandstrip CAI (Z76 >8h),Ägypten,True,Z76,Ägypten,33,12.833333333333334,1/1,True,True,True,0.0
2025-08-19,==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-20,2713 PU,tour,FRA→TLV→LCA,LCA,True,True,False,444,False,Z76,44.0,Auslands-Layover TLV (Z76 An/Ab),Israel,True,Z76,Israel,44,8.083333333333334,1/3,True,False,True,0.0
2025-08-21,LH691-2,same_day,LCA→FRA,,False,True,True,204,False,Z76,28.0,"Same-Day Auslandstrip LCA (Z76 >8h, prev_overnight=true Sonnet-Lesefehler)",Zypern,True,Z76,Zypern,42,24.0,2/3,False,False,True,-14.0
2025-08-22,X,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,Z76,Zypern,28,6.566666666666666,3/3,False,True,False,-28
2025-08-23,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-24,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-25,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-26,OFF ==,frei,FRA,,False,False,False,0,False,Frei,0,frei,,False,FREI/NICHT-IN-GOLDEN,,0,,/,,,False,0
2025-08-27,39 PU,tour,FRA→DUB→ARN,ARN,True,True,False,1099,False,Z76,28.0,Auslands-Layover STO (Z76 An/Ab),,True,Z76,Schweden,44,19.0,1/2,True,False,True,-16.0
